Customer_ID,Gender,Age,Region,Marketing_Channel,Contract_Type,Payment_Method,Plan,Internet_Service,Support_Tier,Tenure_Months,Monthly_Charges,Total_Charges,Data_Usage_GB_30d,Voice_Minutes_30d,Dropped_Calls_30d,Avg_Download_Mbps,Latency_ms,Support_Calls_90d,Complaints_12m,Has_Discount,Discount_Pct,Customer_Support_Notes,Churn_30d
CUST_000378,Female,18,East,Referral,Month-to-month,Credit card,Standard,5G_FWA,Standard,7,82.24,877.81,201.4,466,0,77.3,31.0,1,1,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000379,Male,67,South,Social,One year,Direct debit,Basic,DSL,Standard,59,37.25,2269.34,101.3,485,1,55.4,54.0,1,1,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000380,Male,18,West,Paid Search,Two year,Direct debit,Premium,Fibre,Priority,47,97.09,4680.25,311.3,490,1,192.8,18.0,3,2,0,0.0,Billing query raised; resolved via support. Follow-up recommended.,1
CUST_000381,Male,30,East,Organic,One year,Direct debit,Premium,DSL,Standard,67,89.9,6112.35,107.2,147,0,50.6,30.0,2,1,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000382,Female,38,South,Paid Search,Month-to-month,Bank transfer,Standard,5G_FWA,Standard,37,80.2,3208.17,206.0,898,1,122.4,42.0,1,0,0,0.0,All services working as expected; thank you note received. No action required.,0
CUST_000383,Male,23,West,Organic,Two year,Direct debit,Premium,Fibre,Standard,31,101.43,3288.68,312.8,278,0,330.6,11.0,0,0,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000384,Male,30,North,Organic,Month-to-month,Direct debit,Standard,DSL,Standard,52,74.43,3805.7,22.1,559,0,31.4,37.0,0,3,1,15.3,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000385,Female,56,North,Paid Search,Month-to-month,Credit card,Premium,5G_FWA,Standard,69,96.16,6658.9,293.2,381,0,153.2,41.0,1,0,0,0.0,No recent problems; user happy with plan. No action required.,1
CUST_000386,Female,53,South,Organic,Month-to-month,Cash,Standard,Fibre,Standard,37,75.75,2749.24,268.3,672,3,143.7,22.0,3,0,1,8.6,Customer mentioned intermittent issues; advised restart and monitoring. Ticket logged.,1
CUST_000387,Female,30,South,Organic,Month-to-month,Direct debit,Standard,Fibre,Standard,46,79.42,3636.97,262.9,362,1,231.8,18.0,1,1,1,16.6,Account stable; no issues reported. Feedback recorded.,0
CUST_000388,Female,35,East,Paid Search,Month-to-month,Direct debit,Standard,5G_FWA,Standard,63,70.54,4465.4,139.9,901,0,129.7,36.0,2,0,1,22.2,Customer satisfied with service; routine check completed. No action required.,0
CUST_000389,Male,53,West,Organic,Two year,Credit card,Standard,DSL,Standard,65,69.81,4650.51,102.6,192,0,40.3,37.0,3,2,0,0.0,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000390,Male,29,South,Organic,Month-to-month,Direct debit,Basic,Fibre,Standard,6,58.49,316.45,289.0,550,0,166.0,15.0,2,0,0,0.0,All services working as expected; thank you note received. Continue monitoring.,1
CUST_000391,Female,18,North,Paid Search,Month-to-month,Direct debit,Premium,5G_FWA,Standard,3,90.41,304.65,245.9,654,4,196.8,35.0,0,3,0,0.0,Customer mentioned intermittent issues; advised restart and monitoring. Follow-up recommended.,1
CUST_000392,Female,56,East,Referral,Two year,Direct debit,Basic,5G_FWA,Standard,54,46.81,2497.27,173.5,388,1,82.5,35.0,0,0,1,24.7,Customer satisfied with service; routine check completed. No action required.,0
CUST_000393,Female,27,North,Organic,Month-to-month,Credit card,Standard,5G_FWA,Priority,51,85.72,4228.66,165.6,268,0,214.8,47.0,2,1,1,19.1,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000394,Male,18,West,Partner,One year,Credit card,Standard,DSL,Standard,8,73.76,553.19,87.7,276,1,58.6,40.0,3,1,1,23.4,Customer satisfied with service; routine check completed. Feedback recorded.,1
CUST_000395,Female,45,East,Partner,Two year,Bank transfer,Standard,Fibre,Standard,28,73.14,1977.02,260.0,493,2,347.0,21.0,1,1,0,0.0,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000396,Female,46,East,Paid Search,Month-to-month,Direct debit,Basic,DSL,Priority,22,57.13,1301.73,91.9,560,1,54.5,25.0,2,0,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,1
CUST_000397,Male,59,East,Social,One year,Direct debit,Basic,Fibre,Standard,8,,218.67,296.6,625,0,177.5,27.0,1,0,0,0.0,All services working as expected; thank you note received. No action required.,0
CUST_000398,Male,65,West,Partner,One year,Credit card,Standard,Fibre,Standard,38,75.73,2929.5,263.5,473,1,239.4,20.0,3,1,0,0.0,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000399,Male,30,North,Paid Search,Month-to-month,Direct debit,Standard,Fibre,Priority,18,71.11,1213.9,258.5,323,2,218.1,29.0,0,0,1,16.9,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000400,Male,18,South,Organic,Month-to-month,Bank transfer,Standard,Fibre,Priority,33,96.48,3303.09,288.6,514,1,174.0,19.0,4,2,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000401,Female,47,South,Partner,Month-to-month,Direct debit,Basic,DSL,Priority,38,56.13,2085.31,93.2,770,2,12.7,38.0,1,0,1,8.9,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000402,Female,45,South,Paid Search,One year,Direct debit,Standard,5G_FWA,Priority,4,67.48,433.31,116.9,1104,2,118.7,36.0,1,1,0,0.0,No recent problems; user happy with plan. Routine follow-up in 30 days.,0
CUST_000403,Female,43,North,Social,Month-to-month,Bank transfer,Basic,Fibre,Standard,18,73.95,1312.03,283.2,553,0,152.0,15.0,0,0,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000404,Male,25,North,Organic,Month-to-month,Direct debit,Standard,None,Standard,51,56.2,2652.21,32.8,846,0,8.1,38.0,0,2,1,14.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000405,Male,24,East,Referral,Two year,Direct debit,Standard,Fibre,Standard,45,78.29,3528.39,277.7,493,2,228.2,23.0,2,0,1,21.6,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000406,Male,37,South,Partner,One year,Credit card,Standard,DSL,Standard,24,68.54,1736.68,172.8,594,0,44.5,39.0,3,1,0,0.0,Account stable; no issues reported. No action required.,0
CUST_000407,Male,26,West,Paid Search,Two year,Bank transfer,Basic,Fibre,Standard,35,48.69,1756.37,204.6,777,0,139.5,22.0,2,3,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000408,Male,27,East,Organic,Month-to-month,Direct debit,Basic,DSL,Standard,27,42.68,1116.0,99.7,580,1,36.4,36.0,6,3,1,21.3,Customer mentioned intermittent issues; advised restart and monitoring. Monitor for 7 days.,1
CUST_000409,Male,25,West,Organic,Month-to-month,Direct debit,Basic,5G_FWA,Priority,70,64.5,4425.77,110.8,582,0,85.5,34.0,1,1,1,16.7,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000410,Male,44,East,Social,Month-to-month,Bank transfer,Premium,Fibre,Standard,13,95.86,1334.81,348.2,999,3,290.1,13.0,0,0,0,0.0,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000411,Male,18,West,Organic,One year,Direct debit,Basic,5G_FWA,Standard,46,60.44,2889.47,158.0,488,0,117.8,44.0,1,3,0,0.0,Account stable; no issues reported. Feedback recorded.,1
CUST_000412,Male,50,North,Paid Search,Two year,Bank transfer,Standard,5G_FWA,Standard,55,59.6,3314.36,306.9,267,0,124.9,42.0,1,1,0,0.0,No recent problems; user happy with plan. Feedback recorded.,0
CUST_000413,Female,30,North,Paid Search,Month-to-month,Credit card,Standard,Fibre,Standard,18,57.53,1000.69,184.6,425,0,197.2,24.0,2,0,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000414,Male,21,North,Organic,One year,Direct debit,Basic,Fibre,Standard,9,70.47,376.91,197.4,731,1,277.6,18.0,1,0,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000415,Male,44,South,Social,One year,Credit card,Standard,DSL,Standard,62,58.42,3747.57,100.5,568,1,52.4,61.0,1,0,0,0.0,Customer satisfied with service; routine check completed. No action required.,0
CUST_000416,Female,23,North,Partner,Month-to-month,Direct debit,Basic,Fibre,Standard,19,48.42,882.09,239.7,746,1,250.8,16.0,0,1,0,0.0,Account stable; no issues reported. Routine follow-up in 30 days.,0
CUST_000417,Male,43,West,Organic,Two year,Credit card,Standard,Fibre,Standard,41,86.5,3462.26,234.7,823,0,320.4,15.0,0,1,0,0.0,No recent problems; user happy with plan. Routine follow-up in 30 days.,0
CUST_000418,Female,43,North,Organic,Two year,Credit card,Premium,Fibre,Standard,16,92.95,1563.67,259.4,523,2,239.4,16.0,3,2,0,0.0,Account stable; no issues reported. Continue monitoring.,0
CUST_000419,Female,31,West,Organic,One year,Bank transfer,Premium,5G_FWA,Standard,15,89.43,1286.22,300.0,495,1,170.4,35.0,0,1,1,19.1,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000420,Male,40,South,Partner,Month-to-month,Credit card,Basic,5G_FWA,Standard,66,58.31,3777.5,104.9,682,2,99.9,26.0,1,0,0,0.0,Account stable; no issues reported. Routine follow-up in 30 days.,0
CUST_000421,Female,31,West,Paid Search,Month-to-month,Direct debit,Premium,None,Standard,42,71.28,3128.02,118.9,631,2,12.4,75.0,2,1,1,10.7,No recent problems; user happy with plan. No action required.,1
CUST_000422,Male,18,South,Paid Search,One year,Bank transfer,Standard,Fibre,Standard,64,81.02,5103.2,701.8,881,0,166.6,30.0,0,0,1,23.8,All services working as expected; thank you note received. No action required.,0
CUST_000423,Female,51,East,Paid Search,One year,Direct debit,Premium,Fibre,Standard,39,104.88,3956.13,331.7,447,1,213.2,19.0,1,0,1,11.7,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000424,Male,33,East,Organic,Month-to-month,Direct debit,Premium,DSL,Standard,62,88.66,5400.33,191.1,534,0,39.6,52.0,0,1,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000425,Female,51,South,Organic,Month-to-month,Credit card,Standard,Fibre,Standard,9,64.48,649.93,313.5,266,1,335.0,10.0,0,1,1,12.4,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000426,Female,39,East,Organic,One year,Bank transfer,Premium,Fibre,Standard,42,87.75,3511.45,276.3,636,1,179.8,17.0,1,1,0,0.0,No recent problems; user happy with plan. No action required.,1
CUST_000427,Female,30,South,Partner,Two year,Credit card,Standard,Fibre,Standard,7,69.49,528.99,259.4,537,0,203.4,15.0,0,0,1,11.9,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000428,Female,60,North,Social,Month-to-month,Direct debit,Standard,Fibre,Standard,17,86.64,1495.86,,837,0,218.0,30.0,0,2,1,15.2,No recent problems; user happy with plan. Feedback recorded.,0
CUST_000429,Male,46,West,Referral,One year,Bank transfer,Basic,Fibre,Standard,25,59.32,1572.09,178.6,421,0,257.3,28.0,0,0,0,0.0,Account stable; no issues reported. Continue monitoring.,0
CUST_000430,Female,36,North,Organic,One year,Credit card,Basic,5G_FWA,Standard,18,54.76,1106.78,190.2,388,0,104.7,32.0,0,0,1,17.3,No recent problems; user happy with plan. Feedback recorded.,1
CUST_000431,Female,29,North,Paid Search,Month-to-month,Bank transfer,Standard,DSL,Priority,61,74.48,4354.68,234.7,554,1,49.3,36.0,1,0,1,11.5,No recent problems; user happy with plan. No action required.,0
CUST_000432,Female,71,North,Partner,Month-to-month,Direct debit,Premium,DSL,Priority,13,97.24,1216.16,133.9,801,2,59.5,43.0,0,1,1,19.2,Account stable; no issues reported. No action required.,1
CUST_000433,Male,45,East,Organic,Month-to-month,Bank transfer,Basic,Fibre,Standard,17,48.75,842.87,251.4,573,1,304.2,21.0,0,0,0,0.0,No recent problems; user happy with plan. Feedback recorded.,0
CUST_000434,Female,52,East,Social,Two year,Credit card,Premium,Fibre,Standard,19,91.97,1732.76,317.7,115,2,293.4,10.0,2,3,1,23.2,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000435,Male,28,East,Organic,One year,Credit card,Basic,Fibre,Standard,38,61.04,2271.7,152.0,913,1,331.6,21.0,2,0,1,14.4,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000436,Male,32,West,Organic,Two year,Direct debit,Standard,Fibre,Standard,43,73.41,3147.85,200.7,0,0,178.0,14.0,1,2,1,10.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000437,Female,46,South,Organic,Month-to-month,Direct debit,Basic,Fibre,Standard,40,44.76,1540.1,259.4,547,1,185.3,21.0,1,1,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000438,Female,53,South,Organic,Month-to-month,Credit card,Standard,Fibre,Priority,50,82.01,4154.85,171.6,634,0,314.8,13.0,1,0,0,0.0,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000439,Male,27,East,Organic,Two year,Direct debit,Standard,Fibre,Priority,46,87.65,3817.8,,529,0,248.2,8.0,1,0,1,21.4,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000440,Male,40,South,Social,Two year,Direct debit,Standard,Fibre,Standard,28,79.36,2096.79,281.8,244,0,303.5,19.0,0,1,0,0.0,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000441,Male,42,North,Organic,Month-to-month,Bank transfer,Standard,DSL,Standard,44,58.56,2348.93,28.4,511,1,34.2,24.0,4,4,0,0.0,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000442,Male,30,West,Partner,Month-to-month,Direct debit,Standard,Fibre,Standard,65,67.54,4403.68,302.9,182,1,244.2,17.0,0,0,1,14.5,No recent problems; user happy with plan. Feedback recorded.,0
CUST_000443,NonBinary,46,East,Partner,Two year,Bank transfer,Premium,5G_FWA,Standard,16,88.21,1542.5,179.7,262,0,169.2,36.0,0,0,1,14.0,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000444,Male,39,South,Organic,Two year,Credit card,Basic,Fibre,Standard,2,54.92,64.87,255.7,1040,1,265.1,24.0,1,1,1,21.0,Account stable; no issues reported. Continue monitoring.,0
CUST_000445,Male,23,West,Organic,Month-to-month,Direct debit,Standard,Fibre,Standard,64,68.77,4320.9,231.8,459,2,111.6,23.0,1,1,0,0.0,All services working as expected; thank you note received. Continue monitoring.,1
CUST_000446,Male,47,West,Organic,Two year,Credit card,Standard,5G_FWA,Standard,1,68.19,0.15,230.6,481,3,97.3,29.0,2,1,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000447,Male,44,North,Social,Two year,Cash,Premium,Fibre,Standard,15,87.54,1608.72,281.4,490,1,263.3,7.0,1,0,1,10.9,No recent problems; user happy with plan. Routine follow-up in 30 days.,0
CUST_000448,Male,48,East,Organic,Two year,Direct debit,Basic,DSL,Standard,38,44.68,1598.99,25.1,579,1,44.8,40.0,2,0,0,0.0,No recent problems; user happy with plan. No action required.,0
CUST_000449,Female,57,East,Paid Search,Month-to-month,Direct debit,Premium,DSL,Standard,53,86.8,4618.97,187.3,889,2,71.4,43.0,3,1,0,0.0,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000450,Male,18,South,Social,Month-to-month,Credit card,Basic,DSL,Priority,7,63.89,306.54,84.2,572,1,55.7,46.0,1,0,1,18.0,All services working as expected; thank you note received. No action required.,0
CUST_000451,Male,20,South,Social,Two year,Direct debit,Premium,DSL,Standard,57,69.58,3919.1,218.1,733,0,15.5,40.0,0,0,0,0.0,Customer satisfied with service; routine check completed. No action required.,0
CUST_000452,Female,42,North,Social,Month-to-month,Direct debit,Standard,Fibre,Standard,72,69.79,5262.95,225.9,825,2,189.5,15.0,2,0,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000453,Female,20,West,Paid Search,One year,Direct debit,Standard,DSL,Standard,48,59.44,3038.21,9.6,555,1,51.5,27.0,0,0,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000454,Male,49,East,Organic,Month-to-month,Bank transfer,Standard,Fibre,Priority,41,83.72,3489.92,149.6,239,1,176.2,24.0,0,0,0,0.0,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000455,Female,31,South,Paid Search,Month-to-month,Direct debit,Standard,5G_FWA,Standard,22,66.4,1484.41,122.7,249,0,111.0,36.0,1,0,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000456,Male,50,East,Paid Search,Month-to-month,Direct debit,Standard,None,Standard,19,57.38,931.24,57.8,410,0,7.6,31.0,1,1,1,13.9,Customer satisfied with service; routine check completed. Continue monitoring.,1
CUST_000457,Male,41,West,Paid Search,Month-to-month,Direct debit,Premium,Fibre,Standard,6,93.04,743.71,164.0,350,0,221.9,28.0,1,0,0,0.0,No recent problems; user happy with plan. Routine follow-up in 30 days.,1
CUST_000458,NonBinary,45,West,Paid Search,Month-to-month,Direct debit,Standard,5G_FWA,Standard,48,74.15,3621.22,276.6,543,0,131.1,29.0,0,1,0,0.0,All services working as expected; thank you note received. No action required.,0
CUST_000459,Male,34,West,Organic,Month-to-month,Direct debit,Standard,Fibre,Standard,1,69.54,181.26,247.1,491,0,221.7,19.0,1,0,0,0.0,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000460,Female,33,East,Organic,One year,Credit card,Premium,DSL,Standard,6,72.79,387.47,155.1,763,1,83.1,61.0,2,1,0,0.0,No recent problems; user happy with plan. Feedback recorded.,1
CUST_000461,Male,56,North,Paid Search,Month-to-month,Direct debit,Premium,Fibre,Standard,53,90.19,4791.9,350.5,636,0,234.6,14.0,1,0,1,18.8,Customer satisfied with service; routine check completed. No action required.,0
CUST_000462,Male,41,East,Organic,Month-to-month,Credit card,Standard,Fibre,Priority,66,89.53,5809.4,225.7,732,3,182.2,24.0,0,0,0,0.0,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,1
CUST_000463,Female,49,North,Organic,Two year,Credit card,Standard,5G_FWA,Standard,58,73.96,4198.89,226.4,428,0,84.5,40.0,1,0,1,6.0,No recent problems; user happy with plan. No action required.,0
CUST_000464,Male,23,East,Paid Search,Month-to-month,Direct debit,Standard,5G_FWA,Standard,2,62.18,310.79,239.9,323,0,131.0,40.0,1,2,1,6.9,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000465,Female,37,North,Organic,One year,Bank transfer,Standard,5G_FWA,Standard,68,64.65,4392.5,215.4,72,0,206.3,40.0,0,0,1,16.3,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000466,Female,28,East,Partner,One year,Direct debit,Basic,Fibre,Priority,26,73.45,1945.85,235.9,528,0,306.7,6.0,2,0,0,0.0,All services working as expected; thank you note received. Routine follow-up in 30 days.,0
CUST_000467,Male,49,South,Organic,Two year,Credit card,Standard,5G_FWA,Standard,41,74.33,3153.5,248.5,443,2,198.2,40.0,1,1,0,0.0,Account stable; no issues reported. No action required.,0
CUST_000468,Female,42,North,Paid Search,Month-to-month,Direct debit,Basic,Fibre,Standard,56,55.83,3012.44,249.3,440,1,204.6,11.0,0,2,1,13.9,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000469,Male,43,East,Paid Search,Month-to-month,Credit card,Standard,DSL,Standard,43,64.74,2495.68,123.2,568,0,39.8,46.0,0,0,0,0.0,All services working as expected; thank you note received. Routine follow-up in 30 days.,1
CUST_000470,Male,53,South,Organic,Month-to-month,Direct debit,Basic,Fibre,Standard,20,47.6,806.85,129.0,165,0,205.6,6.0,0,3,0,0.0,Customer satisfied with service; routine check completed. No action required.,0
CUST_000471,Male,29,South,Paid Search,Month-to-month,Credit card,Standard,DSL,Priority,44,82.01,3535.49,161.6,423,0,31.6,28.0,2,1,1,17.6,All services working as expected; thank you note received. No action required.,0
CUST_000472,Female,34,West,Organic,Month-to-month,Direct debit,Premium,Fibre,Standard,19,88.46,1852.38,338.5,316,1,276.0,22.0,1,0,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000473,Female,43,North,Paid Search,Month-to-month,Bank transfer,Standard,DSL,Standard,69,66.45,4376.34,136.4,708,0,14.0,59.0,1,1,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000474,Female,31,West,Paid Search,Month-to-month,Direct debit,Premium,DSL,Standard,38,92.7,3516.81,3.3,572,2,58.7,33.0,0,1,1,15.0,Account stable; no issues reported. No action required.,0
CUST_000475,Female,44,South,Organic,Month-to-month,Direct debit,Standard,None,Standard,54,43.15,2287.12,43.1,531,1,9.0,59.0,2,1,0,0.0,Account stable; no issues reported. Routine follow-up in 30 days.,0
CUST_000476,Male,22,East,Organic,Two year,Credit card,Premium,Fibre,Standard,41,103.56,4306.34,338.6,680,1,292.0,33.0,1,4,0,0.0,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000477,Female,21,North,Social,One year,Credit card,Basic,DSL,Standard,17,56.71,982.23,102.1,656,1,67.4,30.0,1,0,1,21.9,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000478,Male,31,East,Paid Search,Month-to-month,Direct debit,Standard,5G_FWA,Standard,59,79.66,4787.68,135.2,613,1,142.9,27.0,0,0,0,0.0,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000479,Female,55,South,Organic,Month-to-month,Cash,Standard,Fibre,Standard,33,,2408.6,322.8,525,0,99.6,19.0,3,1,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,1
CUST_000480,Male,30,West,Organic,Month-to-month,Credit card,Premium,DSL,Priority,10,104.78,1306.02,127.7,286,1,31.8,52.0,2,2,0,0.0,Customer mentioned intermittent issues; advised restart and monitoring. Ticket logged.,1
CUST_000481,Female,39,South,Social,Month-to-month,Credit card,Standard,DSL,Standard,61,75.81,4488.93,113.7,875,1,27.3,41.0,1,0,1,7.3,No recent problems; user happy with plan. Feedback recorded.,0
CUST_000482,Male,54,South,Referral,One year,Direct debit,Premium,DSL,Priority,15,90.19,,136.0,345,0,62.8,50.0,1,2,1,5.0,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000483,Male,24,East,Organic,One year,Credit card,Standard,None,Standard,3,53.51,126.36,3.6,142,0,2.8,69.0,0,0,1,23.8,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000484,Female,46,West,Paid Search,Month-to-month,Direct debit,Basic,None,Standard,27,31.31,949.2,28.0,820,3,4.7,81.0,0,1,0,0.0,No recent problems; user happy with plan. Continue monitoring.,0
CUST_000485,Male,30,West,Partner,Two year,Direct debit,Basic,None,Standard,47,25.9,1278.06,0.0,658,3,5.7,46.0,1,0,1,12.5,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000486,Female,30,East,Paid Search,Month-to-month,Direct debit,Standard,Fibre,Standard,68,73.5,5008.13,325.9,704,0,210.5,7.0,1,2,0,0.0,Account stable; no issues reported. Feedback recorded.,0
CUST_000487,NonBinary,58,South,Organic,Month-to-month,Credit card,Basic,Fibre,Standard,51,51.35,2397.39,205.4,511,0,328.7,19.0,1,1,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000488,Male,41,West,Referral,Month-to-month,Direct debit,Standard,5G_FWA,Standard,7,68.47,634.25,199.0,197,1,28.4,42.0,1,1,0,0.0,Account stable; no issues reported. Routine follow-up in 30 days.,0
CUST_000489,Male,25,South,Organic,Month-to-month,Direct debit,Standard,Fibre,Standard,40,73.0,2951.39,265.8,390,0,223.6,17.0,2,1,1,22.7,Account stable; no issues reported. No action required.,0
CUST_000490,Male,51,East,Paid Search,Two year,Direct debit,Standard,Fibre,Standard,30,68.32,2209.14,245.4,703,0,169.9,26.0,1,0,0,0.0,No recent problems; user happy with plan. No action required.,0
CUST_000491,Female,37,West,Organic,Month-to-month,Direct debit,Standard,DSL,Standard,30,67.63,2051.08,161.5,453,0,56.6,44.0,0,0,0,0.0,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000492,NonBinary,28,North,Referral,Two year,Direct debit,Basic,None,Priority,7,45.42,388.49,0.0,694,0,12.3,43.0,1,0,1,11.1,Account stable; no issues reported. Continue monitoring.,0
CUST_000493,Female,51,South,Paid Search,One year,Direct debit,Premium,Fibre,Priority,16,91.48,1338.92,267.9,184,1,151.1,22.0,2,0,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000494,NonBinary,37,South,Referral,One year,Direct debit,Premium,Fibre,Standard,21,99.32,1972.01,298.7,64,0,188.7,14.0,0,0,0,0.0,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000495,Male,62,North,Organic,Two year,Credit card,Standard,Fibre,Standard,64,66.94,4274.8,321.9,551,0,308.3,18.0,1,0,1,17.8,All services working as expected; thank you note received. Feedback recorded.,0
CUST_000496,Male,62,North,Social,Month-to-month,Direct debit,Basic,Fibre,Standard,69,49.12,3436.62,305.3,1152,1,218.6,6.0,0,0,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000497,Female,31,South,Partner,Month-to-month,Direct debit,Premium,DSL,Standard,37,78.93,2809.63,223.5,239,0,46.9,52.0,0,1,0,0.0,No recent problems; user happy with plan. Routine follow-up in 30 days.,1
CUST_000498,Female,18,South,Paid Search,One year,Direct debit,Standard,DSL,Standard,34,61.3,2033.2,186.1,463,2,51.2,33.0,1,1,1,10.4,No recent problems; user happy with plan. Routine follow-up in 30 days.,0
CUST_000499,NonBinary,45,North,Partner,One year,Credit card,Standard,None,Priority,63,70.54,4398.66,1.5,433,0,9.9,58.0,0,1,1,7.5,No recent problems; user happy with plan. Feedback recorded.,0
CUST_000500,Female,30,West,Organic,Two year,Bank transfer,Standard,None,Standard,69,53.05,3695.66,30.4,758,1,9.4,,2,2,1,6.4,Customer satisfied with service; routine check completed. Routine follow-up in 30 days.,0
CUST_000501,Male,18,East,Organic,One year,Direct debit,Basic,Fibre,Standard,3,48.78,182.15,285.2,246,0,236.0,19.0,0,0,0,0.0,All services working as expected; thank you note received. No action required.,0
CUST_000502,Female,39,East,Organic,Two year,Credit card,Premium,Fibre,Standard,37,100.58,3786.08,330.0,395,1,142.7,20.0,1,1,0,0.0,Customer satisfied with service; routine check completed. Continue monitoring.,0
CUST_000503,Male,32,East,Paid Search,Month-to-month,Bank transfer,Basic,5G_FWA,Standard,37,58.83,,134.6,475,2,112.2,27.0,3,2,1,22.0,All services working as expected; thank you note received. No action required.,0
CUST_000504,Male,33,North,Referral,Month-to-month,Credit card,Standard,DSL,Standard,17,56.24,831.34,28.5,321,1,30.5,25.0,2,0,0,0.0,No recent problems; user happy with plan. Routine follow-up in 30 days.,0
CUST_000505,Female,34,East,Paid Search,One year,Direct debit,Premium,Fibre,Priority,5,119.89,583.08,228.1,356,0,,21.0,2,1,0,0.0,All services working as expected; thank you note received. Continue monitoring.,0
CUST_000506,Male,21,West,Paid Search,Two year,Credit card,Premium,Fibre,Standard,59,106.03,6208.14,339.0,625,1,203.2,18.0,2,1,1,14.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
CUST_000507,Female,38,East,Paid Search,Month-to-month,Credit card,Standard,Fibre,Standard,69,73.25,5025.44,213.0,785,0,143.5,8.0,1,1,1,24.9,Account stable; no issues reported. Continue monitoring.,0
CUST_000508,Female,40,North,Organic,One year,Credit card,Standard,5G_FWA,Standard,55,83.09,4407.37,177.8,981,3,142.6,27.0,0,0,1,17.1,Customer satisfied with service; routine check completed. Continue monitoring.,1
CUST_000509,Female,44,West,Organic,One year,Direct debit,Standard,Fibre,Priority,23,82.93,1650.9,220.5,404,2,59.5,15.0,5,2,0,0.0,Customer satisfied with service; routine check completed. Feedback recorded.,0
