Customer_ID,Age,Gender,Region,Marketing_Channel,Annual_Income,Loan_Amount,Credit_Score,Employment_Length_Years,Number_of_Dependents,Previous_Defaults,Existing_Debt,Customer_Feedback,Loan_Default
CUST00328,49,Male,South,Online,48523.75,45931.44,706.0,2.2,2,1,15438.1,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00329,47,Female,East,Social_Media,,5984.07,602.0,3.8,1,2,13996.7,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00330,47,Female,South,Branch,38152.02,14811.0,608.0,2.9,1,0,8464.08,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00331,39,Female,East,Online,99358.54,21143.98,738.0,,1,0,27347.5,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00332,29,Female,East,Branch,100327.29,11400.52,602.0,5.4,1,1,30506.89,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00333,40,Male,North,Email,34432.19,25264.9,,3.8,1,0,,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00334,31,Female,North,Branch,129836.09,15260.95,652.0,9.5,1,1,,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00335,51,Male,East,Online,55015.28,25774.66,594.0,13.6,1,1,26665.92,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00336,38,Male,Central,Online,200000.0,30769.96326105615,746.0,6.3,1,0,9808.3,Efficient process from application to disbursement. Would use again.,0
CUST00337,30,Female,South,Online,79417.5,15910.92,736.0,0.3,2,2,3164.95,Smooth application and approval. Rates are competitive and fair.,0
CUST00338,36,Female,West,Email,130432.54,25657.23,571.0,7.7,0,3,5758.37,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00339,44,Female,West,Branch,47909.09,37059.77,718.0,0.5,3,2,37832.99,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00340,33,Female,Central,Online,62930.31,30907.08,706.0,7.7,2,0,29773.98,Professional service and clear communication about terms and conditions.,0
CUST00341,30,Female,Central,Online,56947.41,21250.56,746.0,9.2,3,0,32390.68,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00342,42,Female,East,Branch,37906.51,7632.44,693.0,1.8,1,0,4414.2,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00343,42,Female,West,Social_Media,41712.22,15689.15,794.0,,1,0,26488.59,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00344,33,Male,Central,Branch,68024.59,14722.84,669.0,19.4,0,0,39475.69,Fair service. The loan helps but the terms could be better.,0
CUST00345,34,Male,South,Social_Media,,33180.24,658.0,13.4,0,0,8003.08,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00346,42,Male,South,Branch,45922.71,23785.67,602.0,2.9,2,0,12072.52,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00347,22,Male,North,Online,61309.78,24312.34,605.0,7.1,1,0,16999.75,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00348,23,Male,Central,Email,52510.4,13360.52,598.0,19.7,0,0,19099.99,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00349,31,Male,West,Branch,69978.03,47047.21,697.0,3.1,2,0,10246.88,The process was okay. Interest rate is a bit high but manageable.,0
CUST00350,37,Male,North,Email,95954.79,24214.5,658.0,13.7,1,0,28615.75,Reasonable experience given my credit score. Making it work.,0
CUST00351,43,Other,East,Social_Media,75262.5,12916.08,706.0,0.1,1,0,21394.14,Efficient process from application to disbursement. Would use again.,0
CUST00352,57,Male,East,Online,55942.47,13434.77,583.0,0.0,0,0,6691.55,The application was straightforward. Managing the payments adequately.,0
CUST00353,50,Female,North,Online,111874.84,26336.35,611.0,,2,2,27336.29,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00354,38,Male,Central,Email,83699.33,12647.77,610.0,11.5,1,0,12762.43,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00355,39,Female,North,Online,76226.06,14831.5,850.0,12.4,1,0,22050.77,The online portal makes managing payments very convenient. No issues so far.,0
CUST00356,27,Male,North,Online,99247.596249643,11108.7,666.0,,2,1,7211.08,Average experience. No major complaints but nothing exceptional either.,0
CUST00357,39,Male,East,Online,106492.84,33018.11,,1.0,3,1,7577.25,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00358,36,Female,West,Online,87418.42,12812.44,673.0,2.1,1,0,2903.75,Average experience. No major complaints but nothing exceptional either.,0
CUST00359,43,Male,North,Email,89440.91,51761.42,804.0,18.7,1,1,31191.15,Smooth application and approval. Rates are competitive and fair.,0
CUST00360,30,Male,West,Online,65232.99,28312.48,550.0,1.6,0,1,25537.59,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00361,46,Male,East,Branch,60381.01,11085.67,675.0,9.2,2,0,,Reasonable experience given my credit score. Making it work.,0
CUST00362,58,Male,North,Phone,151667.66,30738.6,550.0,6.0,2,0,,Fair service. The loan helps but the terms could be better.,0
CUST00363,38,Male,North,Branch,,47097.06,489.0,0.7,0,0,34760.54,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00364,44,Male,East,Online,42683.08,20708.72,621.0,2.7,1,0,21751.46,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00365,48,Female,South,Email,77894.67,50439.38,712.0,5.9,2,0,10238.25,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00366,35,Female,Central,Online,71636.84,28632.86,616.0,15.3,0,1,18277.39,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00367,42,Female,West,Email,,15270.14,,9.8,2,0,,Smooth application and approval. Rates are competitive and fair.,0
CUST00368,40,Male,Central,Email,67352.05,69712.6,,,3,0,21763.65,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00369,41,Female,South,Branch,94580.54,9619.95,668.0,5.5,0,0,6158.72,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00370,30,Male,Central,Branch,134019.13,17848.38,781.0,2.8,2,0,1713.32,Smooth application and approval. Rates are competitive and fair.,0
CUST00371,40,Male,East,Branch,85164.85,21250.85,632.0,1.0,1,0,20353.63,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00372,45,Female,South,Branch,,62632.57,710.0,4.2,4,0,22692.18,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00373,57,Male,North,Email,33908.66,33477.37,535.0,,1,0,2895.96,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00374,51,Male,North,Email,86230.28,30180.86,687.0,1.9,2,1,,Okay service. Some months are challenging but keeping up with payments.,0
CUST00375,65,Female,West,Branch,61752.78,13962.63,659.0,4.5,0,0,17212.69,Reasonable experience given my credit score. Making it work.,0
CUST00376,30,Female,East,Phone,80216.32,20248.06,585.0,4.3,1,0,20866.5,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00377,50,Female,South,Social_Media,71868.94,15476.77,711.0,0.4,0,0,12106.25,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00378,42,Female,West,Social_Media,42346.83,29579.17,620.0,7.1,3,0,,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00379,66,Other,South,Branch,67191.15,42654.27,818.0,6.4,1,0,47021.51,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00380,30,Male,East,Branch,46021.49,79448.11,485.0,0.7,1,0,19544.34,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00381,29,Male,South,Online,,16489.51,699.0,22.9,2,0,30913.6,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00382,32,Male,Central,Social_Media,106333.53,9485.71,683.0,0.8,0,0,5232.51,Okay service. Some months are challenging but keeping up with payments.,0
CUST00383,18,Male,Central,Online,74300.32,18024.15,657.0,15.4,3,0,34083.34,Reasonable experience given my credit score. Making it work.,0
CUST00384,33,Male,East,Phone,92048.9,39191.77,637.0,,0,0,19020.63,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00385,30,Female,South,Online,76911.91,13018.72,685.0,17.1,2,2,43944.95,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00386,41,Female,South,Online,63582.9,21706.2,764.0,0.2,1,0,22050.09,Smooth application and approval. Rates are competitive and fair.,0
CUST00387,44,Female,West,Branch,80315.35,30410.72,546.0,11.3,2,1,15249.55,The process was okay. Interest rate is a bit high but manageable.,0
CUST00388,62,Male,South,Social_Media,35942.38,16685.45,615.0,3.6,2,0,13322.27,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00389,51,Female,North,Online,99514.6,24840.87,595.0,10.7,1,0,8240.77,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00390,33,Female,North,Phone,50421.9,12332.26,592.0,4.1,0,0,13429.51,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00391,29,Female,East,Online,89502.15,44447.43,707.0,0.6,2,1,22323.68,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00392,45,Male,East,Online,62531.59,18829.06,727.0,11.7,0,0,25095.5,Great experience! Easy application process and reasonable interest rates.,0
CUST00393,24,Female,Central,Branch,97124.07297005987,24412.84,765.0,0.6,1,0,7184.08,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00394,61,Male,South,Branch,53955.98,7765.43,728.0,20.4,0,0,3764.79,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00395,54,Male,South,Online,89707.17,11417.67,734.0,0.4,1,0,17883.66,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00396,34,Male,West,Branch,175401.39,38409.41,567.0,5.2,0,1,2715.94,Fair service. The loan helps but the terms could be better.,0
CUST00397,19,Female,Central,Online,69915.39,16548.88,798.0,10.3,1,0,13648.4,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00398,56,Female,South,Branch,,12676.64,663.0,4.0,0,0,4316.08,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00399,38,Male,East,Social_Media,35910.84,9117.89,762.0,2.0,1,1,24389.28,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00400,54,Male,South,Social_Media,64561.0,43942.8,569.0,11.4,1,0,10197.2,Fair service. The loan helps but the terms could be better.,0
CUST00401,20,Male,Central,Branch,69939.69,32614.53,660.0,12.3,0,0,11259.31,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00402,32,Male,North,Phone,91788.99,31344.04,755.0,20.5,2,1,3522.91,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00403,40,Male,Central,Social_Media,54812.12,54592.89,682.0,3.8,1,0,28890.33,Okay service. Some months are challenging but keeping up with payments.,0
CUST00404,40,Male,West,Online,83568.34,17858.9,619.0,5.6,1,0,16502.07,Average experience. No major complaints but nothing exceptional either.,0
CUST00405,34,Female,East,Email,65924.89,9541.73,784.0,3.6,2,0,16943.34,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00406,47,Male,North,Social_Media,121758.44,22463.78,586.0,2.4,2,0,4513.26,Reasonable experience given my credit score. Making it work.,0
CUST00407,27,Male,East,Online,77925.28,60954.07,678.0,11.1,0,0,2434.32,Average experience. No major complaints but nothing exceptional either.,0
CUST00408,38,Male,South,Online,200000.0,22738.12,731.0,3.3,3,0,7139.66,Efficient process from application to disbursement. Would use again.,0
CUST00409,41,Female,North,Social_Media,66149.09,41987.69,847.0,4.5,1,2,9993.38,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00410,46,Female,West,Branch,118087.26,9723.36,643.0,4.1,0,2,6956.79,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00411,48,Female,Central,Online,135648.25,13802.74,,10.0,1,1,44079.45,The process was okay. Interest rate is a bit high but manageable.,0
CUST00412,26,Male,East,Online,26783.1,37044.26,,20.0,0,0,29413.48,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00413,21,Female,West,Branch,98943.8,24117.86,699.0,8.8,0,2,13911.92,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00414,55,Male,North,Phone,42042.47,20483.53,727.0,5.1,0,0,7625.95,The online portal makes managing payments very convenient. No issues so far.,0
CUST00415,43,Female,South,Email,65131.25,41640.8,767.0,12.1,0,0,5343.73,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00416,31,Female,North,Social_Media,44580.43,36747.29,740.0,8.2,1,0,13444.08,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00417,58,Female,West,Online,122752.72,52394.26809945102,640.0,0.5,0,0,17338.79,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00418,41,Female,Central,Branch,,6004.52,745.0,0.8,2,0,9566.57,Great experience! Easy application process and reasonable interest rates.,0
CUST00419,54,Female,West,Branch,35208.03,21903.42,687.0,0.3,2,1,19184.96,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00420,40,Male,North,Branch,78751.97,28110.42,739.0,4.9,1,0,8969.22,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00421,64,Female,South,Online,131336.17,7854.09,744.0,14.0,1,0,5284.57,Smooth application and approval. Rates are competitive and fair.,0
CUST00422,61,Male,East,Social_Media,44807.91,27545.9,810.0,3.0,2,0,19219.04,Professional service and clear communication about terms and conditions.,0
CUST00423,37,Female,South,Email,104871.83,42780.14,651.0,3.9,0,1,,The process was okay. Interest rate is a bit high but manageable.,0
CUST00424,51,Male,Central,Branch,32177.83,21878.95,636.0,19.2,2,0,3745.83,Reasonable experience given my credit score. Making it work.,0
CUST00425,47,Male,West,Phone,135783.44,11896.35,715.0,,1,0,6171.09,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00426,56,Male,West,Online,85913.76,6213.38,774.0,8.8,0,0,8391.56,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00427,28,Male,South,Branch,,27873.18,684.0,2.5,1,0,22373.9,The process was okay. Interest rate is a bit high but manageable.,0
CUST00428,48,Female,South,Phone,100516.59,8284.46,779.0,1.0,0,2,3537.28,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00429,52,Female,North,Branch,57435.64,31190.12,735.0,0.1,0,0,11299.23,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00430,18,Male,South,Social_Media,,59171.85,663.0,0.9,1,0,17494.79,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00431,25,Male,South,Phone,56916.82,14168.1,725.0,2.8,1,0,16437.03,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00432,18,Female,West,Branch,95935.84,19107.13,645.0,6.4,1,1,22380.8,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00433,36,Male,West,Email,47331.91,61231.68,699.0,0.5,1,0,11565.67,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00434,48,Female,North,Online,28686.62,23482.8,594.0,1.2,1,0,8161.86,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00435,58,Female,South,Branch,,16645.13,674.0,1.6,0,0,32480.55,The application was straightforward. Managing the payments adequately.,0
CUST00436,40,Female,North,Branch,125121.86,39189.95,759.0,8.0,1,0,7896.43,Smooth application and approval. Rates are competitive and fair.,0
CUST00437,59,Female,North,Branch,124334.41,17182.62,741.0,7.7,0,2,6990.29,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00438,23,Male,Central,Email,56883.3,13636.72,729.0,6.4,1,2,6556.49,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00439,19,Female,North,Branch,56043.93,30903.71,702.0,2.3,0,2,6345.7,Smooth application and approval. Rates are competitive and fair.,0
CUST00440,39,Male,South,Email,,41092.98,692.0,3.7,0,2,37647.88,Okay service. Some months are challenging but keeping up with payments.,0
CUST00441,44,Male,North,Phone,53637.27,13581.6,578.0,0.8,0,1,,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00442,39,Female,Central,Branch,55152.96,24652.77,663.0,2.1,1,0,24313.01,The process was okay. Interest rate is a bit high but manageable.,0
CUST00443,18,Male,East,Email,,19604.52,694.0,18.2,0,1,19764.22,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00444,38,Female,South,Online,126548.37,21512.26,590.0,31.2,0,0,7002.13,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00445,24,Female,East,Online,47301.1,11960.49,539.0,8.3,2,0,9446.82,Fair service. The loan helps but the terms could be better.,0
CUST00446,48,Female,West,Branch,50843.53,32322.24,770.0,19.9,1,0,3055.95,Smooth application and approval. Rates are competitive and fair.,0
CUST00447,44,Female,Central,Online,84529.9,51632.4,,8.2,3,2,,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00448,28,Male,South,Online,236014.42787301852,13406.56,696.0,,1,0,4148.52,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00449,33,Male,Central,Phone,38148.36,32306.25,724.0,40.0,1,1,15585.42,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00450,27,Female,Central,Branch,148713.74,38647.72,601.0,0.8,3,0,7475.3,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00451,39,Male,Central,Branch,62677.69,57265.92074423344,,9.2,0,0,16565.23,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00452,51,Female,West,Social_Media,39446.85,31490.79,800.0,2.3,3,0,6440.26,Professional service and clear communication about terms and conditions.,0
CUST00453,28,Female,West,Phone,37495.56,14300.12,640.0,4.0,2,0,2520.01,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00454,46,Female,South,Email,36717.22,49883.91,658.0,,0,0,5544.94,Average experience. No major complaints but nothing exceptional either.,0
CUST00455,33,Male,West,Online,117027.08,41281.53,626.0,4.6,0,0,,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00456,30,Male,East,Phone,74568.86,44133.01,620.0,2.3,1,1,18460.57,Reasonable experience given my credit score. Making it work.,0
CUST00457,38,Male,West,Email,117528.83,10884.39,768.0,3.3,0,0,17144.95,Efficient process from application to disbursement. Would use again.,0
CUST00458,27,Male,East,Phone,68522.47,29144.15,,3.3,0,0,15435.07,Okay service. Some months are challenging but keeping up with payments.,0
CUST00459,33,Female,West,Email,115990.66,14911.29,643.0,25.6,1,0,13917.34,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00460,25,Male,Central,Branch,67785.18,52471.79,698.0,12.8,0,0,21444.83,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00461,63,Male,North,Online,91614.38,13567.85,815.0,4.9,2,0,1000.66,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00462,40,Male,Central,Branch,70551.5,25139.1,589.0,,2,0,36488.38,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00463,31,Female,East,Branch,66022.79,6976.08,575.0,,0,0,11125.8,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00464,42,Female,Central,Email,49150.13,25061.74,611.0,1.4,1,0,21556.31,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00465,38,Male,East,Online,97331.41,10951.96,736.0,1.9,0,0,13044.97,Smooth application and approval. Rates are competitive and fair.,0
CUST00466,37,Male,South,Social_Media,44889.16,30040.26,690.0,3.6,2,1,7350.24,The application was straightforward. Managing the payments adequately.,0
CUST00467,47,Male,Central,Social_Media,97257.52,19950.93,564.0,17.0,0,0,10461.41,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00468,49,Male,South,Online,76056.14,17480.93,687.0,1.1,1,0,5263.66,The process was okay. Interest rate is a bit high but manageable.,0
CUST00469,33,Female,Central,Branch,98445.42,53276.11,804.0,1.0,3,0,6096.5,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00470,33,Female,East,Email,78963.55,72678.65,701.0,5.4,3,0,19082.1,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00471,36,Male,East,Social_Media,121949.72,9342.32,693.0,2.6,1,0,15668.05,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00472,18,Male,South,Branch,87618.18,17814.71,697.0,6.7,2,0,2221.85,Fair service. The loan helps but the terms could be better.,0
CUST00473,21,Other,East,Branch,76765.71,35409.91,713.0,4.8,0,0,6313.21,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00474,56,Male,South,Branch,27834.85,27146.93,578.0,4.6,2,0,11083.61,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00475,59,Female,North,Phone,124283.56,34247.91,661.0,1.0,2,2,,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00476,37,Male,South,Online,36575.19,20811.01,665.0,1.2,1,1,46017.42,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00477,46,Female,North,Email,40779.72,42313.02,641.0,13.8,1,1,15349.9,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00478,43,Male,Central,Online,102702.5,24491.4,734.0,17.4,0,0,1855.83,Smooth application and approval. Rates are competitive and fair.,0
CUST00479,75,Female,Central,Online,73369.59,28107.84,629.0,2.1,2,0,13629.53,The process was okay. Interest rate is a bit high but manageable.,0
CUST00480,53,Other,South,Branch,37123.12,10958.96,651.0,1.0,0,0,4253.82,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00481,38,Male,West,Branch,56011.11,23025.83,579.0,0.4,1,0,11504.93,Fair service. The loan helps but the terms could be better.,0
CUST00482,28,Male,South,Branch,,35640.37,710.0,7.5,0,0,48813.3,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00483,20,Male,West,Branch,77920.13,26257.27,755.0,10.1,1,0,8975.27,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00484,42,Male,West,Branch,74166.72,23638.44,651.0,3.7,3,0,25079.31,Average experience. No major complaints but nothing exceptional either.,0
CUST00485,30,Male,Central,Online,53186.42,29164.65,744.0,9.1,1,1,13514.0,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00486,22,Male,South,Branch,104384.9,24409.12,668.0,,0,0,35355.71,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00487,32,Female,West,Social_Media,69411.95,21224.41,477.0,21.9,2,0,20016.72,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00488,27,Male,South,Branch,95533.46,36307.0,675.0,0.5,1,0,27345.04,Fair service. The loan helps but the terms could be better.,0
CUST00489,60,Male,Central,Branch,50953.89,20362.06,665.0,1.7,0,0,17471.45,Average experience. No major complaints but nothing exceptional either.,0
CUST00490,50,Female,North,Phone,175873.32,10600.03,688.0,0.6,3,0,8874.79,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00491,39,Male,West,Social_Media,131653.72,51825.71,700.0,16.2,3,0,32634.69,The application was straightforward. Managing the payments adequately.,0
CUST00492,57,Female,West,Online,77551.84,15172.21,,12.6,2,0,16082.49,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00493,40,Male,West,Phone,85149.85,9115.42,797.0,6.8,1,0,9359.43,Professional service and clear communication about terms and conditions.,0
CUST00494,29,Female,North,Email,56234.93,31337.8,,0.7,1,0,7352.31,Fair service. The loan helps but the terms could be better.,0
CUST00495,58,Female,Central,Phone,99015.71,55850.29,664.0,2.6,0,0,16496.81,Average experience. No major complaints but nothing exceptional either.,0
CUST00496,46,Female,North,Online,29384.84,31785.39,,2.8,2,0,,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00497,27,Other,West,Phone,147603.04,47417.28,,6.6,2,0,18563.23,The application was straightforward. Managing the payments adequately.,0
CUST00498,37,Male,South,Online,96381.26,12736.55,850.0,2.4,2,0,9950.36,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00499,29,Other,South,Phone,46918.8,10678.98,663.0,0.6,1,1,18058.6,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00500,23,Male,East,Email,145855.28,17776.64,708.0,10.5,0,0,23378.59,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00501,51,Male,South,Online,168390.36,40447.38,620.0,2.8,1,0,2917.86,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00502,62,Male,North,Email,87222.56,30103.78,749.0,4.8,3,2,4296.83,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00503,23,Female,North,Online,51305.9,66265.35066957399,704.0,1.1,1,1,21880.24,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00504,46,Male,South,Email,74681.13,58274.09052363455,,13.0,0,3,4127.6,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00505,32,Female,West,Branch,92895.28,17981.73,610.0,6.7,1,0,11489.25,Reasonable experience given my credit score. Making it work.,0
CUST00506,34,Female,Central,Online,83978.85,24270.35,575.0,18.5,2,0,14563.46,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00507,32,Female,North,Online,46921.57,19943.8,,5.5,1,0,5638.8,Professional service and clear communication about terms and conditions.,0
CUST00508,29,Female,South,Social_Media,92134.69,17253.56,569.0,22.7,2,0,11857.16,The application was straightforward. Managing the payments adequately.,0
CUST00509,40,Male,North,Online,120530.64,27589.58,784.0,17.8,0,3,14723.21,Smooth application and approval. Rates are competitive and fair.,0
CUST00510,30,Male,North,Online,42635.13,18833.61,578.0,,1,0,29808.43,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00511,43,Male,West,Branch,44594.87,25740.1,665.0,21.7,2,1,27732.9,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00512,39,Male,West,Phone,55267.12,7269.54,609.0,3.1,2,0,16446.09,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00513,37,Male,North,Branch,66640.49,24486.4,682.0,3.6,0,0,8173.55,Average experience. No major complaints but nothing exceptional either.,0
CUST00514,29,Male,South,Online,105613.0,18764.57,682.0,0.4,1,1,28133.93,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00515,33,Male,North,Online,119904.99,48958.43,715.0,7.1,2,1,28789.16,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00516,49,Other,Central,Online,,8919.45,,10.2,4,3,7220.02,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00517,46,Female,Central,Online,80121.82,23417.36,618.0,11.9,1,1,15408.97,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00518,28,Male,North,Branch,117644.83,35898.51,757.0,1.3,2,0,,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00519,41,Female,South,Email,496207.2587946527,20417.12,732.0,4.7,2,0,16862.92,Professional service and clear communication about terms and conditions.,0
CUST00520,49,Male,Central,Online,79935.34,18391.24,480.0,1.6,0,1,6769.24,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00521,19,Male,Central,Branch,81902.25,35824.91,,8.7,4,0,23198.88,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00522,46,Female,South,Branch,87463.49,29665.09,597.0,1.4,3,0,16941.09,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00523,32,Female,North,Social_Media,63613.9,31004.61,632.0,18.8,0,0,6782.07,Okay service. Some months are challenging but keeping up with payments.,0
CUST00524,46,Male,North,Social_Media,77232.09,17273.7,661.0,2.1,1,0,,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00525,30,Other,East,Email,31450.02,16035.46,804.0,2.8,4,0,8118.29,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00526,18,Female,South,Online,56364.46,25758.83,596.0,15.2,3,0,,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00527,20,Female,North,Online,91485.83,37616.0,567.0,4.9,2,0,5543.08,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00528,40,Female,East,Branch,49210.57,9913.85,,0.2,3,0,,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00529,43,Female,North,Online,106754.85,20849.79,677.0,5.5,2,1,38119.07,Reasonable experience given my credit score. Making it work.,0
CUST00530,29,Male,West,Branch,34919.76,16453.97,776.0,0.7,2,0,38741.85,Very satisfied with the service. Payment schedule works well for my budget.,0
